IP_Member,Name_Pool ,Name_Monitor
192.168.2.12:5443,/Common/pool_ssl_zx,/Common/monitor_tcp_5443
192.168.2.93:5443,/Common/pool_ssl_zx,/Common/monitor_tcp_5443
192.168.2.100:1935,/Common/pool_ssl_zxkf_1935,/Common/monitor_tcp_1935
192.168.2.101:1935,/Common/pool_ssl_zxkf_1935,/Common/monitor_tcp_1935
192.168.2.11:1935,/Common/pool_ssl_zxkf_1935,/Common/monitor_tcp_1935
192.168.2.12:1935,/Common/pool_ssl_zxkf_1935,/Common/monitor_tcp_1935
192.168.2.11:7001,/Common/pool_ssl_zxkf_7001,/Common/monitor_tcp_7001
192.168.2.12:7001,/Common/pool_ssl_zxkf_7001,/Common/monitor_tcp_7001
192.168.2.93:7001,/Common/pool_ssl_zxkf_7001,/Common/monitor_tcp_7001
192.168.2.11:7002,/Common/pool_ssl_zxkf_7002,/Common/monitor_tcp_7002
192.168.2.12:7002,/Common/pool_ssl_zxkf_7002,/Common/monitor_tcp_7002
192.168.2.93:7002,/Common/pool_ssl_zxkf_7002,/Common/monitor_tcp_7002
192.168.2.100:7003,/Common/pool_ssl_zxkf_7003,/Common/monitor_tcp_7003
192.168.2.11:7003,/Common/pool_ssl_zxkf_7003,/Common/monitor_tcp_7003
192.168.2.12:7003,/Common/pool_ssl_zxkf_7003,/Common/monitor_tcp_7003
192.168.2.99:7003,/Common/pool_ssl_zxkf_7003,/Common/monitor_tcp_7003
192.168.2.11:9081,/Common/pool_ssl_zxkf_9081,/Common/monitor_tcp_9081
192.168.2.12:9081,/Common/pool_ssl_zxkf_9081,/Common/monitor_tcp_9081
192.168.2.93:9081,/Common/pool_ssl_zxkf_9081,/Common/monitor_tcp_9081
192.168.2.203:4100,/Common/pool_wangkong,/Common/tcp
192.168.2.39:4100,/Common/pool_wangkong,/Common/tcp
192.168.2.40:4100,/Common/pool_wangkong,/Common/tcp
192.168.2.11:4000,/Common/pool_wap_web_4000,/Common/tcp
192.168.2.12:4000,/Common/pool_wap_web_4000,/Common/tcp
192.168.2.93:4000,/Common/pool_wap_web_4000,/Common/tcp
192.168.4.16:8080,/Common/pool_web,/Common/http
192.168.4.17:8080,/Common/pool_web,/Common/http
192.168.4.7:80,/Common/pool_web,/Common/http
192.168.4.3:80,/Common/pool_web_mail,/Common/tcp
192.168.4.3:443,/Common/pool_web_mail,/Common/tcp
192.168.2.19:80,/Common/pool_weixin,/Common/monitor_tcp_80
192.168.2.20:80,/Common/pool_weixin,/Common/monitor_tcp_80
192.168.2.19:80,/Common/pool_weixin_bank,/Common/tcp
192.168.2.20:80,/Common/pool_weixin_bank,/Common/tcp
192.168.2.11:60007,/Common/pool_xjgl_60007,/Common/tcp
192.168.2.12:60007,/Common/pool_xjgl_60007,/Common/tcp
192.168.2.93:60007,/Common/pool_xjgl_60007,/Common/tcp
192.168.2.11:60008,/Common/pool_xjgl_60008,/Common/tcp
192.168.2.12:60008,/Common/pool_xjgl_60008,/Common/tcp
192.168.2.93:60008,/Common/pool_xjgl_60008,/Common/tcp
192.168.2.11:60009,/Common/pool_xjgl_60009,/Common/tcp
192.168.2.12:60009,/Common/pool_xjgl_60009,/Common/tcp
192.168.2.93:60009,/Common/pool_xjgl_60009,/Common/tcp
192.168.4.13:22,/Common/pool_yidongyingxiao_mdn,/Common/https_443
192.168.4.13:8080,/Common/pool_yidongyingxiao_mdn_8080,/Common/monitor_ssl_basic
192.168.4.13:8443,/Common/pool_yidongyingxiao_mdn_8443,/Common/monitor_tcp_8443
192.168.4.13:9997,/Common/pool_yidongyingxiao_mdn_9997,/Common/monitor_tcp_9997
192.168.4.13:443,/Common/pool_yidongyingxiao_mdn_https,/Common/https
192.168.4.12:443,/Common/pool_yidongyingxiao_web,/Common/https_443
192.168.4.39:8080,/Common/pool_yidongyingxiao_web_9080,/Common/tcp
192.168.4.40:8080,/Common/pool_yidongyingxiao_web_9080,/Common/tcp
192.168.4.27:80,/Common/pool_yunpan_80,/Common/tcp
192.168.4.28:80,/Common/pool_yunpan_80,/Common/tcp
192.168.4.27:8443,/Common/pool_yunpan_443,/Common/tcp
192.168.4.28:8443,/Common/pool_yunpan_443,/Common/tcp
192.168.4.32:8443,/Common/pool_yunpan_443,/Common/tcp
